#oghma
#title Voltage - Current (Right)
#type xy
#x_mul 1.000000
#y_mul 1.000000
#z_mul 1.000000
#data_mul 1.000000
#x_label 
#y_label Right Voltage
#z_label 
#data_label Right Current
#x_units 
#y_units V
#z_units 
#data_units A
#logscale_x 0
#logscale_y 0
#logscale_z 0
#logscale_data 0
#section_one 
#section_two 
#time -1.000000e+000
#Vexternal -1.000000e+000
#x 1
#y 89
#z 1
#begin
0.000000e+000 -1.200046e-003
1.000000e-002 -1.199503e-003
2.000000e-002 -1.198952e-003
3.000000e-002 -1.198389e-003
4.000000e-002 -1.197814e-003
5.000000e-002 -1.197227e-003
6.000000e-002 -1.196627e-003
7.000000e-002 -1.196014e-003
8.000000e-002 -1.195388e-003
9.000000e-002 -1.194748e-003
1.000000e-001 -1.194094e-003
1.100000e-001 -1.193425e-003
1.200000e-001 -1.192741e-003
1.300000e-001 -1.192041e-003
1.400000e-001 -1.191325e-003
1.500000e-001 -1.190592e-003
1.600000e-001 -1.189842e-003
1.700000e-001 -1.189074e-003
1.800000e-001 -1.188287e-003
1.900000e-001 -1.187481e-003
2.000000e-001 -1.186654e-003
2.100000e-001 -1.185807e-003
2.200000e-001 -1.184938e-003
2.300000e-001 -1.184047e-003
2.400000e-001 -1.183133e-003
2.500000e-001 -1.182194e-003
2.600000e-001 -1.181230e-003
2.700000e-001 -1.180240e-003
2.800000e-001 -1.179222e-003
2.900000e-001 -1.178176e-003
3.000000e-001 -1.177099e-003
3.100000e-001 -1.175992e-003
3.200000e-001 -1.174851e-003
3.300000e-001 -1.173677e-003
3.400000e-001 -1.172466e-003
3.500000e-001 -1.171217e-003
3.600000e-001 -1.169929e-003
3.700000e-001 -1.168600e-003
3.800000e-001 -1.167226e-003
3.900000e-001 -1.165805e-003
4.000000e-001 -1.164336e-003
4.100000e-001 -1.162814e-003
4.200000e-001 -1.161237e-003
4.300000e-001 -1.159602e-003
4.400000e-001 -1.157903e-003
4.500000e-001 -1.156139e-003
4.600000e-001 -1.154302e-003
4.700000e-001 -1.152389e-003
4.800000e-001 -1.150394e-003
4.900000e-001 -1.148310e-003
5.000000e-001 -1.146129e-003
5.100000e-001 -1.143843e-003
5.200000e-001 -1.141443e-003
5.300000e-001 -1.138918e-003
5.400000e-001 -1.136255e-003
5.500000e-001 -1.133439e-003
5.600000e-001 -1.130452e-003
5.700000e-001 -1.127274e-003
5.800000e-001 -1.123880e-003
5.900000e-001 -1.120239e-003
6.000000e-001 -1.116316e-003
6.100000e-001 -1.112065e-003
6.200000e-001 -1.107429e-003
6.300000e-001 -1.102339e-003
6.400000e-001 -1.096704e-003
6.500000e-001 -1.090412e-003
6.600000e-001 -1.083315e-003
6.700000e-001 -1.075223e-003
6.800000e-001 -1.065892e-003
6.900000e-001 -1.054999e-003
7.000000e-001 -1.042125e-003
7.100000e-001 -1.026723e-003
7.200000e-001 -1.008080e-003
7.300000e-001 -9.852688e-004
7.400000e-001 -9.570974e-004
7.500000e-001 -9.220412e-004
7.600000e-001 -8.781748e-004
7.700000e-001 -8.230998e-004
7.800000e-001 -7.538762e-004
7.900000e-001 -6.669648e-004
8.000000e-001 -5.581894e-004
8.100000e-001 -4.227270e-004
8.200000e-001 -2.551312e-004
8.300000e-001 -4.939307e-005
8.400000e-001 2.009628e-004
8.500000e-001 5.027517e-004
8.600000e-001 8.629811e-004
8.700000e-001 1.288693e-003
8.800000e-001 1.786807e-003
