#gpvdm
#title Wavelength - Reflected light
#type xy
#x_mul 1.000000
#y_mul 1000000000.000000
#z_mul 1.000000
#data_mul 1.000000
#x_label 
#y_label Wavelength
#z_label 
#data_label Reflected light
#x_units 
#y_units nm
#z_units 
#data_units a.u.
#logscale_x 0
#logscale_y 0
#logscale_z 0
#logscale_data 0
#section_one 
#section_two 
#time -1.000000e+00
#Vexternal -1.000000e+00
#x 1
#y 100
#z 1
#begin
#data
1.000000e-09	-nan
5.099000e-08	-nan
1.009800e-07	-nan
1.509700e-07	-nan
2.009600e-07	-nan
2.509500e-07	-nan
3.009400e-07	2.884820e-01
3.509300e-07	1.648215e-01
4.009200e-07	4.509540e-02
4.509100e-07	1.249081e-01
5.009000e-07	1.649323e-01
5.508900e-07	2.038136e-01
6.008800e-07	4.063036e-02
6.508700e-07	4.357992e-01
7.008600e-07	6.419404e-01
7.508500e-07	6.297719e-01
8.008400e-07	5.802112e-01
8.508300e-07	5.547387e-01
9.008200e-07	5.285087e-01
9.508100e-07	5.173535e-01
1.000800e-06	5.347182e-01
1.050790e-06	5.680185e-01
1.100780e-06	5.992782e-01
1.150770e-06	6.197480e-01
1.200760e-06	6.264913e-01
1.250750e-06	6.250645e-01
1.300740e-06	6.172261e-01
1.350730e-06	6.043840e-01
1.400720e-06	5.884569e-01
1.450710e-06	5.702394e-01
1.500700e-06	5.503433e-01
1.550690e-06	5.286986e-01
1.600680e-06	5.061243e-01
1.650670e-06	4.832612e-01
1.700660e-06	4.604569e-01
1.750650e-06	4.380445e-01
1.800640e-06	4.163447e-01
1.850630e-06	3.956632e-01
1.900620e-06	3.762858e-01
1.950610e-06	3.584728e-01
2.000600e-06	3.424530e-01
2.050590e-06	3.285398e-01
2.100580e-06	3.167930e-01
2.150570e-06	3.073138e-01
2.200560e-06	3.001608e-01
2.250550e-06	2.953453e-01
2.300540e-06	2.928339e-01
2.350530e-06	2.925524e-01
2.400520e-06	2.943916e-01
2.450510e-06	2.982137e-01
2.500500e-06	3.038587e-01
2.550490e-06	3.111517e-01
2.600480e-06	3.199089e-01
2.650470e-06	3.299440e-01
2.700460e-06	3.410726e-01
2.750450e-06	3.529940e-01
2.800440e-06	3.654086e-01
2.850430e-06	3.784004e-01
2.900420e-06	3.918297e-01
2.950410e-06	4.055704e-01
3.000400e-06	4.195094e-01
3.050390e-06	4.335480e-01
3.100380e-06	4.475999e-01
3.150370e-06	4.615911e-01
3.200360e-06	4.754591e-01
3.250350e-06	4.891511e-01
3.300340e-06	5.026240e-01
3.350330e-06	5.158428e-01
3.400320e-06	5.287795e-01
3.450310e-06	5.414126e-01
3.500300e-06	5.537263e-01
3.550290e-06	5.657092e-01
3.600280e-06	5.773538e-01
3.650270e-06	5.886919e-01
3.700260e-06	5.997646e-01
3.750250e-06	6.104684e-01
3.800240e-06	6.208323e-01
3.850230e-06	6.308612e-01
3.900220e-06	6.405608e-01
3.950210e-06	6.499382e-01
4.000200e-06	-nan
4.050190e-06	-nan
4.100180e-06	-nan
4.150170e-06	-nan
4.200160e-06	-nan
4.250150e-06	-nan
4.300140e-06	-nan
4.350130e-06	-nan
4.400120e-06	-nan
4.450110e-06	-nan
4.500100e-06	-nan
4.550090e-06	-nan
4.600080e-06	-nan
4.650070e-06	-nan
4.700060e-06	-nan
4.750050e-06	-nan
4.800040e-06	-nan
4.850030e-06	-nan
4.900020e-06	-nan
4.950010e-06	-nan
#end
