,15.0,25.0,50.0,75.0
1100.0,23.444489,24.269355,25.467585,26.998443
1000.0,22.870251,23.317683,24.920499,26.249431
800.0,20.76123,21.311334,22.687344,24.011399
600.0,17.819224,18.340356,19.537547,20.675634
400.0,13.591177,13.95233,14.919564,15.751557
200.0,7.617929,7.85375,8.361713,8.778371
100.0,3.901783,4.027788,4.277034,4.478368
