,15.0,25.0,50.0,75.0
1100.0,37.175625,38.220938,40.920846,43.262369
1000.0,34.617707,35.657375,38.144626,40.250453
800.0,28.930599,29.905204,31.909097,33.610336
600.0,22.732967,23.401397,24.99269,26.338077
400.0,15.731711,16.201261,17.236442,18.160893
200.0,8.028388,8.259303,8.768106,9.216911
100.0,3.930031,4.040972,4.283703,4.494347
