,15.0,25.0,50.0,75.0
1100.0,23.444272,24.269183,25.467422,26.998199
1000.0,22.870078,23.31748,24.920293,26.249238
800.0,20.761089,21.311213,22.68718,24.011237
600.0,17.819131,18.340271,19.53744,20.675527
400.0,13.591131,13.952287,14.919512,15.751504
200.0,7.617917,7.853737,8.3617,8.778357
100.0,3.90178,4.027785,4.277031,4.478365
