,15.0,25.0,50.0,75.0
1100.0,16.9993,17.454419,18.026679,19.57033
1000.0,16.953869,17.009757,18.285222,19.127215
800.0,15.806684,16.17111,17.051066,18.16189
600.0,14.311954,14.662785,15.594069,16.519905
400.0,11.709147,12.055178,12.870693,13.530117
200.0,7.10908,7.304249,7.79537,8.211799
100.0,3.787038,3.903418,4.150014,4.35248
