,15.0,25.0,50.0,75.0
1100.0,23.444485,24.269352,25.467583,26.998439
1000.0,22.870248,23.31768,24.920495,26.249428
800.0,20.761228,21.311332,22.687342,24.011396
600.0,17.819223,18.340354,19.537545,20.675632
400.0,13.591176,13.952329,14.919563,15.751556
200.0,7.617929,7.85375,8.361713,8.77837
100.0,3.901782,4.027788,4.277034,4.478368
