,15.0,25.0,50.0,75.0
1100.0,38.98492,40.181077,42.978382,45.34091
1000.0,36.077224,37.250603,39.804751,41.920746
800.0,29.946273,30.861977,32.89867,34.755074
600.0,23.252063,23.962672,25.571004,26.915558
400.0,15.950543,16.402585,17.460787,18.396422
200.0,8.059086,8.284143,8.790655,9.245641
100.0,3.924575,4.033314,4.274317,4.485924
