,15.0,25.0,50.0,75.0
1100.0,39.04742,40.248716,43.049431,45.413267
1000.0,36.128509,37.306208,39.863072,41.979997
800.0,29.982795,30.896988,32.935249,34.796795
600.0,23.272232,23.984281,25.593571,26.938497
400.0,15.9602,16.411866,17.471426,18.407245
200.0,8.061574,8.286535,8.793123,9.248384
100.0,3.925196,4.03391,4.274928,4.486599
