,15.0,25.0,50.0,75.0
1100.0,24.444033,25.025792,26.533852,28.118977
1000.0,23.648302,24.247848,25.855321,27.109373
800.0,21.388599,21.896802,23.423769,24.723384
600.0,18.216621,18.685199,19.993861,21.125108
400.0,13.766057,14.143341,15.116248,15.944881
200.0,7.644104,7.883582,8.390539,8.80459
100.0,3.89995,4.025107,4.273222,4.473135
