,15.0,25.0,50.0,75.0
1100.0,37.178452,38.223593,40.924062,43.265646
1000.0,34.620027,35.659891,38.147266,40.253137
800.0,28.932251,29.906789,31.910753,33.612225
600.0,22.733879,23.402375,24.993711,26.339116
400.0,15.732148,16.201682,17.236878,18.161384
200.0,8.028501,8.259412,8.768218,9.217035
100.0,3.930059,4.040999,4.283731,4.494378
