,15.0,25.0,50.0,75.0
1100.0,21.112891,21.748971,23.042161,23.629831
1000.0,20.337449,21.078924,22.059061,23.417398
800.0,18.830688,19.506258,20.685792,21.632028
600.0,16.47997,17.057722,18.149025,19.069771
400.0,12.866481,13.269924,14.112877,14.929378
200.0,7.401808,7.624578,8.123231,8.535826
100.0,3.833575,3.956276,4.202556,4.402198
