,15.0,25.0,50.0,75.0
1100.0,16.999693,17.454653,18.027154,19.570723
1000.0,16.95417,17.010146,18.285587,19.127507
800.0,15.806976,16.171321,17.051415,18.162208
600.0,14.312168,14.662958,15.594319,16.520144
400.0,11.709258,12.055302,12.87082,13.530242
200.0,7.109115,7.304286,7.795409,8.211838
100.0,3.787047,3.903427,4.150023,4.35249
