,15.0,25.0,50.0,75.0
1100.0,37.177511,38.222709,40.922991,43.264555
1000.0,34.619255,35.659053,38.146387,40.252243
800.0,28.931701,29.906261,31.910202,33.611596
600.0,22.733575,23.402049,24.993371,26.33877
400.0,15.732003,16.201542,17.236733,18.16122
200.0,8.028463,8.259376,8.768181,9.216994
100.0,3.93005,4.04099,4.283722,4.494368
