,15.0,25.0,50.0,75.0
1100.0,36.253581,37.386475,39.861017,42.19729
1000.0,33.894126,34.856119,37.310998,39.417442
800.0,28.500777,29.460562,31.451104,33.068585
600.0,22.519456,23.163793,24.749652,26.099879
400.0,15.666791,16.149377,17.186801,18.092794
200.0,8.04338,8.279212,8.791096,9.236562
100.0,3.949647,4.062668,4.307316,4.517521
