,15.0,25.0,50.0,75.0
1100.0,16.999442,17.454503,18.02685,19.570472
1000.0,16.953978,17.009897,18.285354,19.12732
800.0,15.806789,16.171186,17.051191,18.162005
600.0,14.312031,14.662847,15.594159,16.519991
400.0,11.709187,12.055223,12.870738,13.530162
200.0,7.109092,7.304262,7.795384,8.211813
100.0,3.787042,3.903421,4.150017,4.352484
