,15.0,25.0,50.0,75.0
1100.0,34.182279,35.336867,37.718106,39.650859
1000.0,32.106666,33.132613,35.303307,37.349022
800.0,27.40731,28.262229,30.200192,31.80965
600.0,21.848898,22.469717,23.995946,25.33631
400.0,15.362709,15.861312,16.888727,17.752036
200.0,7.97923,8.219793,8.73046,9.166316
100.0,3.94068,4.055272,4.300148,4.5082
