,15.0,25.0,50.0,75.0
1100.0,37.127458,38.175719,40.866064,43.206552
1000.0,34.578179,35.614517,38.099653,40.204741
800.0,28.902453,29.878214,31.880884,33.578154
600.0,22.717419,23.384738,24.975285,26.320378
400.0,15.724266,16.194104,17.229008,18.152542
200.0,8.026469,8.257458,8.766201,9.214794
100.0,3.929552,4.040512,4.283231,4.493826
