,15.0,25.0,50.0,75.0
1100.0,16.99932,17.45443,18.026702,19.570349
1000.0,16.953884,17.009776,18.28524,19.127229
800.0,15.806698,16.171121,17.051083,18.161906
600.0,14.311965,14.662793,15.594082,16.519917
400.0,11.709153,12.055184,12.870699,13.530123
200.0,7.109082,7.304251,7.795372,8.211801
100.0,3.787039,3.903418,4.150014,4.352481
