,15.0,25.0,50.0,75.0
1100.0,16.97603,17.44057,17.998552,19.547043
1000.0,16.93602,16.986744,18.263621,19.109934
800.0,15.78935,16.158634,17.030403,18.14309
600.0,14.299334,14.652553,15.57931,16.50574
400.0,11.702585,12.047844,12.863151,13.52272
200.0,7.107025,7.302041,7.793091,8.209509
100.0,3.786523,3.902866,4.149447,4.351913
