,15.0,25.0,50.0,75.0
1100.0,16.99965,17.454627,18.027101,19.570679
1000.0,16.954137,17.010102,18.285547,19.127474
800.0,15.806944,16.171297,17.051376,18.162172
600.0,14.312144,14.662939,15.594291,16.520118
400.0,11.709246,12.055288,12.870806,13.530228
200.0,7.109111,7.304282,7.795405,8.211834
100.0,3.787046,3.903426,4.150022,4.352489
