,15.0,25.0,50.0,75.0
1100.0,24.443428,25.025315,26.533136,28.118296
1000.0,23.647819,24.247281,25.854747,27.108834
800.0,21.388205,21.896357,23.42331,24.722934
600.0,18.21636,18.684964,19.993563,21.124809
400.0,13.765928,14.143202,15.116104,15.944735
200.0,7.644071,7.883546,8.390502,8.804553
100.0,3.89994,4.025098,4.273212,4.473126
