,15.0,25.0,50.0,75.0
1100.0,23.443394,24.268489,25.466759,26.997209
1000.0,22.869376,23.316657,24.919459,26.248455
800.0,20.760516,21.310724,22.686513,24.010583
600.0,17.818752,18.33993,19.537007,20.675094
400.0,13.590944,13.952114,14.919302,15.751293
200.0,7.617868,7.853685,8.361646,8.778303
100.0,3.901767,4.027772,4.277017,4.478351
