,15.0,25.0,50.0,75.0
1100.0,16.997119,17.453121,18.024042,19.568147
1000.0,16.952196,17.0076,18.283197,19.125595
800.0,15.805059,16.169941,17.049129,18.160128
600.0,14.310771,14.661826,15.592686,16.518577
400.0,11.708532,12.054491,12.869986,13.529423
200.0,7.108887,7.304042,7.795157,8.211585
100.0,3.78699,3.903366,4.149961,4.352427
