,15.0,25.0,50.0,75.0
1100.0,23.444488,24.269354,25.467585,26.998442
1000.0,22.870251,23.317682,24.920498,26.249431
800.0,20.76123,21.311333,22.687344,24.011398
600.0,17.819224,18.340355,19.537546,20.675633
400.0,13.591177,13.95233,14.919564,15.751557
200.0,7.617929,7.85375,8.361713,8.77837
100.0,3.901783,4.027788,4.277034,4.478368
