,15.0,25.0,50.0,75.0
1100.0,24.43907,25.021871,26.527968,28.11339
1000.0,23.644335,24.243198,25.85061,27.10495
800.0,21.38536,21.893153,23.42,24.719686
600.0,18.214478,18.68327,19.991415,21.12266
400.0,13.764999,14.142198,15.115061,15.943685
200.0,7.64383,7.883287,8.390234,8.804284
100.0,3.899873,4.025034,4.273146,4.47306
