,15.0,25.0,50.0,75.0
1100.0,39.046886,40.248138,43.048823,45.412648
1000.0,36.12807,37.305732,39.862573,41.97949
800.0,29.982482,30.896688,32.934936,34.796438
600.0,23.27206,23.984096,25.593378,26.938301
400.0,15.960117,16.411786,17.471335,18.407153
200.0,8.061553,8.286514,8.793102,9.24836
100.0,3.92519,4.033905,4.274923,4.486593
