,15.0,25.0,50.0,75.0
1100.0,39.015038,40.211263,43.011225,45.376534
1000.0,36.106409,37.27996,39.836645,41.955249
800.0,29.971108,30.888567,32.927478,34.784395
600.0,23.273079,23.984,25.594056,26.940276
400.0,15.965618,16.418524,17.477296,18.414055
200.0,8.067246,8.292739,8.799875,9.255098
100.0,3.928754,4.037715,4.279022,4.490731
