,15.0,25.0,50.0,75.0
1100.0,23.444471,24.269341,25.467572,26.998423
1000.0,22.870237,23.317666,24.920482,26.249415
800.0,20.761218,21.311324,22.687331,24.011385
600.0,17.819216,18.340349,19.537538,20.675625
400.0,13.591173,13.952326,14.919559,15.751552
200.0,7.617928,7.853749,8.361712,8.778369
100.0,3.901782,4.027788,4.277034,4.478368
