,15.0,25.0,50.0,75.0
1100.0,16.97207,17.438213,17.993765,19.54308
1000.0,16.932982,16.982827,18.259945,19.106993
800.0,15.7864,16.156511,17.026887,18.139891
600.0,14.297187,14.650812,15.576799,16.503329
400.0,11.701468,12.046596,12.861868,13.521461
200.0,7.106675,7.301666,7.792703,8.20912
100.0,3.786436,3.902772,4.149351,4.351817
