,15.0,25.0,50.0,75.0
1100.0,23.444483,24.26935,25.467581,26.998437
1000.0,22.870247,23.317678,24.920494,26.249426
800.0,20.761226,21.311331,22.68734,24.011395
600.0,17.819222,18.340353,19.537544,20.675631
400.0,13.591176,13.952329,14.919562,15.751555
200.0,7.617929,7.85375,8.361713,8.77837
100.0,3.901782,4.027788,4.277034,4.478368
