,15.0,25.0,50.0,75.0
1100.0,23.419438,24.249539,25.448688,26.97022
1000.0,22.850221,23.294217,24.896711,26.227084
800.0,20.744889,21.297382,22.668323,23.992728
600.0,17.808418,18.330618,19.525207,20.663283
400.0,13.585842,13.947389,14.913574,15.74552
200.0,7.616544,7.852262,8.360176,8.776827
100.0,3.901435,4.027417,4.276652,4.477986
