,15.0,25.0,50.0,75.0
1100.0,34.549613,35.740851,38.138521,40.139262
1000.0,32.461551,33.468097,35.670371,37.75442
800.0,27.639333,28.511854,30.459955,32.071908
600.0,21.999912,22.614877,24.161598,25.504418
400.0,15.440587,15.937379,16.967006,17.836899
200.0,8.00377,8.244013,8.755172,9.192343
100.0,3.948893,4.063488,4.308503,4.516784
