,15.0,25.0,50.0,75.0
1100.0,36.274698,37.406308,39.885033,42.221765
1000.0,33.911457,34.874907,37.330716,39.437488
800.0,28.511638,29.472397,31.463476,33.081083
600.0,22.526273,23.171096,24.757283,26.10764
400.0,15.670055,16.152516,17.190062,18.096455
200.0,8.044221,8.280022,8.791932,9.237491
100.0,3.949857,4.06287,4.307523,4.51775
