,15.0,25.0,50.0,75.0
1100.0,17.000174,17.454939,18.027735,19.571204
1000.0,16.954539,17.010621,18.286033,19.127864
800.0,15.807334,16.171579,17.051841,18.162596
600.0,14.312428,14.663169,15.594624,16.520437
400.0,11.709394,12.055454,12.870976,13.530394
200.0,7.109157,7.304332,7.795456,8.211885
100.0,3.787058,3.903438,4.150035,4.352502
