,15.0,25.0,50.0,75.0
1100.0,16.999923,17.45479,18.027432,19.570953
1000.0,16.954347,17.010373,18.285801,19.127677
800.0,15.807148,16.171444,17.051619,18.162393
600.0,14.312292,14.663059,15.594465,16.520284
400.0,11.709323,12.055375,12.870894,13.530315
200.0,7.109135,7.304308,7.795432,8.211861
100.0,3.787052,3.903432,4.150029,4.352495
