,15.0,25.0,50.0,75.0
1100.0,34.502807,35.688785,38.08423,40.075055
1000.0,32.416056,33.425588,35.618635,37.701831
800.0,27.61082,28.480792,30.427489,32.039117
600.0,21.982019,22.597923,24.141578,25.48406
400.0,15.432021,15.929141,16.95845,17.827295
200.0,8.001562,8.241888,8.752979,9.189908
100.0,3.948341,4.062958,4.307959,4.516184
