,15.0,25.0,50.0,75.0
1100.0,21.113405,21.749622,23.042781,23.630343
1000.0,20.338108,21.079432,22.059537,23.418133
800.0,18.831071,19.506717,20.686249,21.632643
600.0,16.48025,17.058043,18.149352,19.070178
400.0,12.866657,13.270087,14.113045,14.929577
200.0,7.401853,7.624627,8.123281,8.535876
100.0,3.833587,3.956288,4.202568,4.40221
