,15.0,25.0,50.0,75.0
1100.0,37.151994,38.198754,40.89397,43.234985
1000.0,34.598315,35.636349,38.122563,40.228027
800.0,28.916791,29.891963,31.895256,33.594547
600.0,22.725339,23.393224,24.984151,26.329394
400.0,15.728059,16.19775,17.232795,18.156796
200.0,8.027447,8.258398,8.767171,9.215872
100.0,3.929796,4.040747,4.283472,4.494091
