,15.0,25.0,50.0,75.0
1100.0,21.090246,21.720227,23.014775,23.60724
1000.0,20.308356,21.056501,22.038054,23.384955
800.0,18.81377,19.485993,20.66561,21.604887
600.0,16.467628,17.043566,18.13458,19.051805
400.0,12.858719,13.262738,14.10549,14.920594
200.0,7.399793,7.622413,8.120994,8.53358
100.0,3.83307,3.955735,4.202,4.401642
