,15.0,25.0,50.0,75.0
1100.0,23.444021,24.268984,25.467232,26.997916
1000.0,22.869877,23.317245,24.920054,26.249014
800.0,20.760925,21.311073,22.686989,24.01105
600.0,17.819022,18.340174,19.537316,20.675403
400.0,13.591077,13.952238,14.919452,15.751444
200.0,7.617903,7.853722,8.361684,8.778342
100.0,3.901776,4.027781,4.277027,4.478361
